issue,id,reporter,closed_by,created_at,updated_at,closed_at,state,assignee,milestone,comments,label_name,url,title,body
7127,292236922,astrofrog,astrofrog,2018-01-28 20:47:01,2018-01-30 15:05:56,2018-01-30 15:05:56,closed,taldcroft,,3,Bug;io.ascii;platform-i386,https://api.github.com/repos/astropy/astropy/issues/7127,b'Test failure with test_data_out_of_range on 32-bit ',"b'The 32-bit CircleCI tests in https://github.com/astropy/astropy/pull/7126 have shown a new issue/test failure with the fast reader in io.ascii\r\n\r\nClick \'details\' show the test log: <details>\r\n```\r\n_______________________ test_data_out_of_range[False-1] ________________________\r\n[gw2] linux -- Python 3.6.4 /opt/python/cp36-cp36m/bin/python\r\n\r\nparallel = False, reader = 1\r\n\r\n    @pytest.mark.parametrize(\'reader\', [0, 1, 2])\r\n    # catch Windows environment since we cannot use _read() with custom fast_reader\r\n    @pytest.mark.parametrize(""parallel"", [False,\r\n        pytest.param(True, marks=pytest.mark.xfail(os.name == \'nt\', reason=""Multiprocessing is currently unsupported on Windows""))])\r\n    def test_data_out_of_range(parallel, reader):\r\n        """"""\r\n        Numbers with exponents beyond float64 range (|~4.94e-324 to 1.7977e+308|)\r\n        shall be returned as 0 and +-inf respectively by the C parser, just like\r\n        the Python parser.\r\n        Test fast converter only to nominal accuracy.\r\n        """"""\r\n        # Python reader and strtod() are expected to return precise results\r\n        rtol = 1.e-30\r\n        if reader > 1:\r\n            rtol = 1.e-15\r\n        # passing fast_reader dict with parametrize does not work!\r\n        if reader > 0:\r\n            fast_reader = {\'parallel\': parallel, \'use_fast_converter\': reader > 1}\r\n        else:\r\n            fast_reader = False\r\n        if parallel:\r\n            if reader < 1:\r\n                pytest.skip(""Multiprocessing only available in fast reader"")\r\n            elif TRAVIS:\r\n                pytest.xfail(""Multiprocessing can sometimes fail on Travis CI"")\r\n    \r\n        fields = [\'10.1E+199\', \'3.14e+313\', \'2048e+306\', \'0.6E-325\', \'-2.e345\']\r\n        values = np.array([1.01e200, np.inf, np.inf, 0.0, -np.inf])\r\n        t = ascii.read(StringIO(\' \'.join(fields)), format=\'no_header\', guess=False,\r\n                       fast_reader=fast_reader)\r\n        read_values = np.array([col[0] for col in t.itercols()])\r\n        assert_almost_equal(read_values, values, rtol=rtol, atol=1.e-324)\r\n    \r\n        # test some additional corner cases\r\n        fields = [\'.0101E202\', \'0.000000314E+314\', \'1777E+305\', \'-1799E+305\', \'0.2e-323\',\r\n                   \'2500e-327\', \' 0.0000000000000000000001024E+330\']\r\n        values = np.array([1.01e200, 3.14e307, 1.777e308, -np.inf, 0.0, 4.94e-324, 1.024e308])\r\n        t = ascii.read(StringIO(\' \'.join(fields)), format=\'no_header\', guess=False,\r\n                       fast_reader=fast_reader)\r\n        read_values = np.array([col[0] for col in t.itercols()])\r\n>       assert_almost_equal(read_values, values, rtol=rtol, atol=1.e-324)\r\n\r\nastropy/io/ascii/tests/test_c_reader.py:997: \r\n_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ \r\nastropy/io/ascii/tests/common.py:42: in assert_almost_equal\r\n    assert np.allclose(a, b, **kwargs)\r\n/opt/python/cp36-cp36m/lib/python3.6/site-packages/numpy/core/numeric.py:2256: in allclose\r\n    res = all(isclose(a, b, rtol=rtol, atol=atol, equal_nan=equal_nan))\r\n_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ \r\n\r\na = array([\'1.01e+200\', \'3.14e+307\', \'1.777e+308\', \'-inf\', \'0.2e-323\',\r\n       \'5e-324\', \'1.024e+308\'], dtype=\'<U32\')\r\nb = array([1.010e+200, 3.140e+307, 1.777e+308,       -inf, 0.000e+000,\r\n       4.941e-324, 1.024e+308])\r\nrtol = 1e-30, atol = 0.0, equal_nan = False\r\n\r\n    def isclose(a, b, rtol=1.e-5, atol=1.e-8, equal_nan=False):\r\n        """"""\r\n        Returns a boolean array where two arrays are element-wise equal within a\r\n        tolerance.\r\n    \r\n        The tolerance values are positive, typically very small numbers.  The\r\n        relative difference (`rtol` * abs(`b`)) and the absolute difference\r\n        `atol` are added together to compare against the absolute difference\r\n        between `a` and `b`.\r\n    \r\n        Parameters\r\n        ----------\r\n        a, b : array_like\r\n            Input arrays to compare.\r\n        rtol : float\r\n            The relative tolerance parameter (see Notes).\r\n        atol : float\r\n            The absolute tolerance parameter (see Notes).\r\n        equal_nan : bool\r\n            Whether to compare NaN\'s as equal.  If True, NaN\'s in `a` will be\r\n            considered equal to NaN\'s in `b` in the output array.\r\n    \r\n        Returns\r\n        -------\r\n        y : array_like\r\n            Returns a boolean array of where `a` and `b` are equal within the\r\n            given tolerance. If both `a` and `b` are scalars, returns a single\r\n            boolean value.\r\n    \r\n        See Also\r\n        --------\r\n        allclose\r\n    \r\n        Notes\r\n        -----\r\n        .. versionadded:: 1.7.0\r\n    \r\n        For finite values, isclose uses the following equation to test whether\r\n        two floating point values are equivalent.\r\n    \r\n         absolute(`a` - `b`) <= (`atol` + `rtol` * absolute(`b`))\r\n    \r\n        The above equation is not symmetric in `a` and `b`, so that\r\n        `isclose(a, b)` might be different from `isclose(b, a)` in\r\n        some rare cases.\r\n    \r\n        Examples\r\n        --------\r\n        >>> np.isclose([1e10,1e-7], [1.00001e10,1e-8])\r\n        array([True, False])\r\n        >>> np.isclose([1e10,1e-8], [1.00001e10,1e-9])\r\n        array([True, True])\r\n        >>> np.isclose([1e10,1e-8], [1.0001e10,1e-9])\r\n        array([False, True])\r\n        >>> np.isclose([1.0, np.nan], [1.0, np.nan])\r\n        array([True, False])\r\n        >>> np.isclose([1.0, np.nan], [1.0, np.nan], equal_nan=True)\r\n        array([True, True])\r\n        """"""\r\n        def within_tol(x, y, atol, rtol):\r\n            with errstate(invalid=\'ignore\'):\r\n                return less_equal(abs(x-y), atol + rtol * abs(y))\r\n    \r\n        x = asanyarray(a)\r\n        y = asanyarray(b)\r\n    \r\n        # Make sure y is an inexact type to avoid bad behavior on abs(MIN_INT).\r\n        # This will cause casting of x later. Also, make sure to allow subclasses\r\n        # (e.g., for numpy.ma).\r\n        dt = multiarray.result_type(y, 1.)\r\n        y = array(y, dtype=dt, copy=False, subok=True)\r\n    \r\n>       xfin = isfinite(x)\r\nE       TypeError: ufunc \'isfinite\' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule \'\'safe\'\'\r\n\r\n/opt/python/cp36-cp36m/lib/python3.6/site-packages/numpy/core/numeric.py:2332: TypeError\r\n________________________ test_data_out_of_range[True-1] ________________________\r\n[gw0] linux -- Python 3.6.4 /opt/python/cp36-cp36m/bin/python\r\n\r\nparallel = True, reader = 1\r\n\r\n    @pytest.mark.parametrize(\'reader\', [0, 1, 2])\r\n    # catch Windows environment since we cannot use _read() with custom fast_reader\r\n    @pytest.mark.parametrize(""parallel"", [False,\r\n        pytest.param(True, marks=pytest.mark.xfail(os.name == \'nt\', reason=""Multiprocessing is currently unsupported on Windows""))])\r\n    def test_data_out_of_range(parallel, reader):\r\n        """"""\r\n        Numbers with exponents beyond float64 range (|~4.94e-324 to 1.7977e+308|)\r\n        shall be returned as 0 and +-inf respectively by the C parser, just like\r\n        the Python parser.\r\n        Test fast converter only to nominal accuracy.\r\n        """"""\r\n        # Python reader and strtod() are expected to return precise results\r\n        rtol = 1.e-30\r\n        if reader > 1:\r\n            rtol = 1.e-15\r\n        # passing fast_reader dict with parametrize does not work!\r\n        if reader > 0:\r\n            fast_reader = {\'parallel\': parallel, \'use_fast_converter\': reader > 1}\r\n        else:\r\n            fast_reader = False\r\n        if parallel:\r\n            if reader < 1:\r\n                pytest.skip(""Multiprocessing only available in fast reader"")\r\n            elif TRAVIS:\r\n                pytest.xfail(""Multiprocessing can sometimes fail on Travis CI"")\r\n    \r\n        fields = [\'10.1E+199\', \'3.14e+313\', \'2048e+306\', \'0.6E-325\', \'-2.e345\']\r\n        values = np.array([1.01e200, np.inf, np.inf, 0.0, -np.inf])\r\n        t = ascii.read(StringIO(\' \'.join(fields)), format=\'no_header\', guess=False,\r\n                       fast_reader=fast_reader)\r\n        read_values = np.array([col[0] for col in t.itercols()])\r\n        assert_almost_equal(read_values, values, rtol=rtol, atol=1.e-324)\r\n    \r\n        # test some additional corner cases\r\n        fields = [\'.0101E202\', \'0.000000314E+314\', \'1777E+305\', \'-1799E+305\', \'0.2e-323\',\r\n                   \'2500e-327\', \' 0.0000000000000000000001024E+330\']\r\n        values = np.array([1.01e200, 3.14e307, 1.777e308, -np.inf, 0.0, 4.94e-324, 1.024e308])\r\n        t = ascii.read(StringIO(\' \'.join(fields)), format=\'no_header\', guess=False,\r\n                       fast_reader=fast_reader)\r\n        read_values = np.array([col[0] for col in t.itercols()])\r\n>       assert_almost_equal(read_values, values, rtol=rtol, atol=1.e-324)\r\n\r\nastropy/io/ascii/tests/test_c_reader.py:997: \r\n_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ \r\nastropy/io/ascii/tests/common.py:42: in assert_almost_equal\r\n    assert np.allclose(a, b, **kwargs)\r\n/opt/python/cp36-cp36m/lib/python3.6/site-packages/numpy/core/numeric.py:2256: in allclose\r\n    res = all(isclose(a, b, rtol=rtol, atol=atol, equal_nan=equal_nan))\r\n_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ \r\n\r\na = array([\'1.01e+200\', \'3.14e+307\', \'1.777e+308\', \'-inf\', \'0.2e-323\',\r\n       \'5e-324\', \'1.024e+308\'], dtype=\'<U32\')\r\nb = array([1.010e+200, 3.140e+307, 1.777e+308,       -inf, 0.000e+000,\r\n       4.941e-324, 1.024e+308])\r\nrtol = 1e-30, atol = 0.0, equal_nan = False\r\n\r\n    def isclose(a, b, rtol=1.e-5, atol=1.e-8, equal_nan=False):\r\n        """"""\r\n        Returns a boolean array where two arrays are element-wise equal within a\r\n        tolerance.\r\n    \r\n        The tolerance values are positive, typically very small numbers.  The\r\n        relative difference (`rtol` * abs(`b`)) and the absolute difference\r\n        `atol` are added together to compare against the absolute difference\r\n        between `a` and `b`.\r\n    \r\n        Parameters\r\n        ----------\r\n        a, b : array_like\r\n            Input arrays to compare.\r\n        rtol : float\r\n            The relative tolerance parameter (see Notes).\r\n        atol : float\r\n            The absolute tolerance parameter (see Notes).\r\n        equal_nan : bool\r\n            Whether to compare NaN\'s as equal.  If True, NaN\'s in `a` will be\r\n            considered equal to NaN\'s in `b` in the output array.\r\n    \r\n        Returns\r\n        -------\r\n        y : array_like\r\n            Returns a boolean array of where `a` and `b` are equal within the\r\n            given tolerance. If both `a` and `b` are scalars, returns a single\r\n            boolean value.\r\n    \r\n        See Also\r\n        --------\r\n        allclose\r\n    \r\n        Notes\r\n        -----\r\n        .. versionadded:: 1.7.0\r\n    \r\n        For finite values, isclose uses the following equation to test whether\r\n        two floating point values are equivalent.\r\n    \r\n         absolute(`a` - `b`) <= (`atol` + `rtol` * absolute(`b`))\r\n    \r\n        The above equation is not symmetric in `a` and `b`, so that\r\n        `isclose(a, b)` might be different from `isclose(b, a)` in\r\n        some rare cases.\r\n    \r\n        Examples\r\n        --------\r\n        >>> np.isclose([1e10,1e-7], [1.00001e10,1e-8])\r\n        array([True, False])\r\n        >>> np.isclose([1e10,1e-8], [1.00001e10,1e-9])\r\n        array([True, True])\r\n        >>> np.isclose([1e10,1e-8], [1.0001e10,1e-9])\r\n        array([False, True])\r\n        >>> np.isclose([1.0, np.nan], [1.0, np.nan])\r\n        array([True, False])\r\n        >>> np.isclose([1.0, np.nan], [1.0, np.nan], equal_nan=True)\r\n        array([True, True])\r\n        """"""\r\n        def within_tol(x, y, atol, rtol):\r\n            with errstate(invalid=\'ignore\'):\r\n                return less_equal(abs(x-y), atol + rtol * abs(y))\r\n    \r\n        x = asanyarray(a)\r\n        y = asanyarray(b)\r\n    \r\n        # Make sure y is an inexact type to avoid bad behavior on abs(MIN_INT).\r\n        # This will cause casting of x later. Also, make sure to allow subclasses\r\n        # (e.g., for numpy.ma).\r\n        dt = multiarray.result_type(y, 1.)\r\n        y = array(y, dtype=dt, copy=False, subok=True)\r\n    \r\n>       xfin = isfinite(x)\r\nE       TypeError: ufunc \'isfinite\' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule \'\'safe\'\'\r\n```\r\n</details>\r\n\r\n\r\nI investigated this and the issue is that the value ``0.2e-323`` is not getting converted to a float on 32-bit (the conversion fails and it remains a string, causing the type error above). It turns out that in that 32-bit Docker image, the following code:\r\n \r\n```c\r\n#include <stdlib.h>\r\n#include <stdio.h>\r\n#include <errno.h>\r\n\r\nint main() {\r\n  char *tmp;\r\n  strtod(""0.2e-323"", &tmp);\r\n  printf(""errno=%d ERANGE=%d EDOM=%d\\n"", errno, ERANGE, EDOM);\r\n}\r\n```\r\n\r\nreturns:\r\n\r\n```\r\nerrno=33 ERANGE=34 EDOM=33\r\n```\r\n\r\nwhereas on other machines it is:\r\n\r\n```\r\nerrno=34 ERANGE=34 EDOM=33\r\n```\r\n\r\nThis means that on other machines, the error is an ``ERANGE`` and the value is just set to zero, whereas on the 32-bit machine, the error is ``EDOM``, which causes a ``ValueError`` to be raised here: https://github.com/astropy/astropy/blob/master/astropy/io/ascii/cparser.pyx#L735\r\n\r\nThere are several solutions here:\r\n\r\n* Skip that part of the test on CircleCI\r\n\r\n* Skip that part of the test on 32-bit systems\r\n\r\n* Change the value so it doesn\'t cause an error on the 32-bit machine\r\n\r\nFor anyone who wants to reproduce this, you can use the docker image ``quay.io/pypa/manylinux1_i686``\r\n\r\n@taldcroft - what do you think would be best?'"
7107,290295130,taldcroft,astrofrog,2018-01-21 18:42:50,2018-01-30 12:19:41,2018-01-30 12:19:12,closed,,v3.0.0,19,Affects-release;Bug;Ready-for-final-review;table,https://api.github.com/repos/astropy/astropy/issues/7107,b'Fix get and set of table Row when using multiple column names',"b'Fixes #7049.\r\n\r\nFor now I milestoned this for 3.1 because there is no 3.0.1 in master CHANGES.rst.  \r\n\r\nFrom a functional perspective I think this could be backported to LTS, but it is slightly a pain because I factored out a new helper method and it has now a `isinstance(.., str)` instead of `isinstance(.., six.string_types)`.'"
7102,290127327,pllim,bsipocz,2018-01-19 22:32:25,2018-01-22 17:03:18,2018-01-19 23:36:16,closed,,v2.0.4,2,Bug;Docs;Release;no-changelog-entry-needed,https://api.github.com/repos/astropy/astropy/issues/7102,b'Move version.x dev stuff farther down',"b'This is because doing the "".dev"" stuff too early in `1.2.x` branch causes headache when tagged `1.2.2` version has problems and needs to be fixed. I had to resort to https://stackoverflow.com/questions/32315156/how-to-inject-a-commit-between-some-two-arbitrary-commits-in-the-past before I can retag. With this change, hopefully that is no longer necessary.\r\n\r\np.s. Forgot `[docs only]` in the commit. Sorry!'"
7091,289655512,drdavella,bsipocz,2018-01-18 14:50:48,2018-01-18 16:18:04,2018-01-18 16:16:39,closed,,v3.0.0,5,Bug;io.misc.asdf;no-changelog-entry-needed,https://api.github.com/repos/astropy/astropy/issues/7091,b'Fix failures caused by ASDF test API change',b'This fixes #7088.'
7081,288685286,eteq,bsipocz,2018-01-15 18:44:02,2018-01-22 17:41:05,2018-01-22 17:41:05,closed,eteq,v2.0.4,1,Affects-release;Bug;coordinates,https://api.github.com/repos/astropy/astropy/issues/7081,b'CI broken by sites with non-ascii characters',"b'In an unexpected interaction, the remote-data builds have been broken due to several merges made in https://github.com/astropy/astropy-data that added sites with special characters - see https://travis-ci.org/astropy/astropy/jobs/328969204 for an example. Good news is: I think I see the problem and will try to have a fix later today. '"
7069,287825216,Cadair,bsipocz,2018-01-11 15:44:18,2018-01-22 17:45:15,2018-01-22 17:45:15,closed,,v3.0.0,7,Bug;Critical;coordinates,https://api.github.com/repos/astropy/astropy/issues/7069,b'Changes to Coordinates broke SunPy',"b""I am attempting to work out a minimal failing example for this but:\r\n```\r\nsunpy/coordinates/__init__.py:6: in <module>\r\n    from .ephemeris import *\r\nsunpy/coordinates/ephemeris.py:106: in <module>\r\n    get_earth(_time_first_rotation).hcrs.cartesian.transform(_SUN_DETILT_MATRIX) \\\r\nsunpy/coordinates/ephemeris.py:73: in get_earth\r\n    earth = SkyCoord(0*u.deg, earth.lat, earth.radius, frame=earth)\r\n/home/travis/miniconda/envs/test/lib/python3.6/site-packages/astropy/coordinates/sky_coordinate.py:225: in __init__\r\n    kwargs = self._parse_inputs(args, kwargs)\r\n/home/travis/miniconda/envs/test/lib/python3.6/site-packages/astropy/coordinates/sky_coordinate.py:384: in _parse_inputs\r\n    valid_kwargs.update(_get_representation_attrs(frame, units, kwargs))\r\n/home/travis/miniconda/envs/test/lib/python3.6/site-packages/astropy/coordinates/sky_coordinate.py:2075: in _get_representation_attrs\r\n    differential_type = frame._representation['s'].attr_classes\r\nE   AttributeError: 'NoneType' object has no attribute 'attr_classes'\r\n```\r\nhttps://travis-ci.org/sunpy/sunpy/jobs/327706590#L2349"""
7059,287298828,adrn,eteq,2018-01-10 02:49:06,2018-01-15 18:47:07,2018-01-15 18:47:07,closed,,v3.0.0,6,Affects-dev;Bug;coordinates,https://api.github.com/repos/astropy/astropy/issues/7059,b'Enable velocities in SkyOffsetFrame classes',"b""I just tried to use `SkyOffsetFrame` to transform some coordinates with associated proper motions and got hit with a `NotImplementedError` - we forgot to fix this for v3.0, or make an issue...oops!\r\n\r\nHere's a quick attempt at enabling this. I think it actually works out of the box (by removing the `raise` we added for v2.0), but to get the velocity component names to appear correctly I (controversially) removed a large section of code that appears unnecessary, but @eteq probably had a reason for it. That code replaces the frame specific names for lon/lat with lon and lat. But why not just revert back to the baseframe defaults? That is what removing the logic below does."""
7051,286740268,bengranett,bsipocz,2018-01-08 13:09:33,2018-01-22 19:15:06,2018-01-22 19:15:06,closed,,v2.0.4,23,Bug;Critical;Upstream Fix Required;coordinates,https://api.github.com/repos/astropy/astropy/issues/7051,b'numpy TypeError on coordinate transform (TypeError: For this input type lists must contain either int or Ellipsis)',"b'A numpy TypeError is raised when doing a coordinate transformation on an array.   This appeared with numpy v 1.14.0.  The following code gives the error, copied below.\r\npython version is 2.7\r\nastropy version is 2.0.3\r\n\r\n```python\r\nimport numpy as np\r\nimport astropy\r\nfrom astropy import coordinates, units\r\n\r\nprint ""numpy v"", np.__version__\r\nprint ""astropy v"", astropy.__version__\r\n\r\nc = coordinates.SkyCoord(ra=[10, 11, 12, 13]*units.degree, dec=[41, -5, 42, 0]*units.degree)\r\nprint c.transform_to(\'galactic\')\r\n```\r\n\r\n```\r\nnumpy v 1.14.0\r\nastropy v 2.0.3\r\nTraceback (most recent call last):\r\n  File ""<stdin>"", line 1, in <module>\r\n  File ""/Users/ben/.virtualenvs/test/lib/python2.7/site-packages/astropy/coordinates/sky_coordinate.py"", line 482, in transform_to\r\n    new_coord = trans(self.frame, generic_frame)\r\n  File ""/Users/ben/.virtualenvs/test/lib/python2.7/site-packages/astropy/coordinates/transformations.py"", line 1314, in __call__\r\n    curr_coord = t(curr_coord, curr_toframe)\r\n  File ""/Users/ben/.virtualenvs/test/lib/python2.7/site-packages/astropy/coordinates/transformations.py"", line 1232, in __call__\r\n    newrep = self._apply_transform(fromcoord, M, None)\r\n  File ""/Users/ben/.virtualenvs/test/lib/python2.7/site-packages/astropy/coordinates/transformations.py"", line 1005, in _apply_transform\r\n    rep = rep.transform(matrix)\r\n  File ""/Users/ben/.virtualenvs/test/lib/python2.7/site-packages/astropy/coordinates/representation.py"", line 1115, in transform\r\n    newxyz = np.einsum(\'...ij,j...->i...\', matrix, oldxyz.value)\r\n  File ""/Users/ben/.virtualenvs/test/lib/python2.7/site-packages/numpy/core/einsumfunc.py"", line 1087, in einsum\r\n    einsum_call=True)\r\n  File ""/Users/ben/.virtualenvs/test/lib/python2.7/site-packages/numpy/core/einsumfunc.py"", line 688, in einsum_path\r\n    input_subscripts, output_subscript, operands = _parse_einsum_input(operands)\r\n  File ""/Users/ben/.virtualenvs/test/lib/python2.7/site-packages/numpy/core/einsumfunc.py"", line 432, in _parse_einsum_input\r\n    raise TypeError(""For this input type lists must contain ""\r\nTypeError: For this input type lists must contain either int or Ellipsis\r\n```\r\n  '"
7049,286302205,astrofrog,astrofrog,2018-01-05 14:23:43,2018-01-30 12:19:12,2018-01-30 12:19:12,closed,,,6,Bug;table,https://api.github.com/repos/astropy/astropy/issues/7049,b'Incorrect result when slicing a row by multiple columns',"b""In the following example:\r\n\r\n```\r\nIn [1]: from astropy.table import Table\r\n\r\nIn [2]: t = Table()\r\n\r\nIn [3]: t['a'] = [1,2,3]\r\n\r\nIn [4]: t['b'] = [3,4,5]\r\n\r\nIn [5]: row = t[0]\r\n\r\nIn [6]: row['a', 'b']\r\nOut[6]: \r\n<Column name='a' dtype='int64' length=3>\r\n1\r\n2\r\n3\r\n```\r\n\r\nI would either expect an error for ``row['a','b']`` or I would expect the same as:\r\n\r\n```\r\nIn [7]: t['a', 'b'][0]\r\nOut[7]: \r\n<Row index=0>\r\n  a     b  \r\nint64 int64\r\n----- -----\r\n    1     3\r\n```"""
7026,284199868,mhvk,bsipocz,2017-12-22 16:16:25,2017-12-22 19:56:15,2017-12-22 18:43:28,closed,,v2.0.4,4,Affects-release;Bug;no-changelog-entry-needed;testing;units,https://api.github.com/repos/astropy/astropy/issues/7026,b'Add lcm and gcd to unsupported ufuncs.',"b'They only work on integers, which make little sense for Quantity.\r\n\r\nfixes #6988'"
7023,284032258,mhvk,eteq,2017-12-21 23:23:03,2017-12-22 13:43:58,2017-12-22 05:13:06,closed,,v2.0.4,1,Bug;no-changelog-entry-needed;testing,https://api.github.com/repos/astropy/astropy/issues/7023,b'Clear the cache before testing using a local IERS_A copy.',"b'Fixes #5131\r\n\r\nNot entirely sure why I wrote the test in the first place, but now at least it will work...'"
7000,283041475,e-koch,bsipocz,2017-12-18 22:24:12,2018-01-24 19:18:59,2018-01-24 19:16:35,closed,,v2.0.4,7,Affects-release;Bug;Ready-for-final-review;convolution,https://api.github.com/repos/astropy/astropy/issues/7000,b'Fix IndexError in convolve_fft with preserve_nan',b'Setting `preserve_nan=True` in `convolve_fft` gives an IndexError when using numpy 1.13. The error occurs when the shapes of `rifft` and `nanmaskarray` are different:\r\n```\r\nrifft[nanmaskarray] = np.nan\r\n```\r\nI think this just raised a bunch of warnings in numpy <1.13.\r\n\r\nI added the `preserve_nan=True` option to the existing tests.\r\n\r\nPing @keflavich '
6993,282448911,agowardhan,saimn,2017-12-15 14:44:22,2018-01-24 07:43:29,2018-01-24 07:43:29,closed,,v2.0.4,4,Affects-release;Bug;io.fits,https://api.github.com/repos/astropy/astropy/issues/6993,b'Fix fitsdiff with a directory argument',b'Added unit test for fitsdiff and change to changelog.rst [#6834]\r\n\r\nEDIT: Fix #6760'
6987,282217048,pllim,eteq,2017-12-14 19:44:02,2018-01-10 20:05:59,2017-12-23 03:41:22,closed,,v2.0.4,6,Affects-release;Bug;utils,https://api.github.com/repos/astropy/astropy/issues/6987,b'Check mirror cache before attempting download',b'Fix #6982 '
6982,281851727,adrn,eteq,2017-12-13 18:32:29,2017-12-23 03:41:22,2017-12-23 03:41:22,closed,pllim,,1,Affects-release;Bug;utils,https://api.github.com/repos/astropy/astropy/issues/6982,b'download_file() bug with cached results from a mirror',"b""This is something I stumbled on when I was having connection issues with data.astropy.org but not the mirror: when using `download_file()`, my download times were very long because it tries to connect several times before giving up and switching to the mirror. When it then finally decides to use the mirror, it works, downloads the file, and caches it. But because the file gets cached using the *mirror* url, if I run `download_file()` again with the same exact filename, it won't read it from the cache because the first URL it tries is with data.astropy.org, so then the same timeout issues happen again.\r\n\r\nThis isn't a serious issue, because I suspect the failure mode is pretty rare: this will only happen if connections to data.astropy.org timeout. If the connection is explicitly blocked, it should quickly fall back to the mirror. But it should probably first check the cache for all possible URLs before doing any internet connection.\r\n\r\ncc @saimn @pllim """
6976,281530548,ricardogando,saimn,2017-12-12 20:42:47,2017-12-21 14:09:33,2017-12-21 14:06:24,closed,,v2.0.4,8,Affects-release;Bug;io.fits,https://api.github.com/repos/astropy/astropy/issues/6976,b'Fixed tabledump file name issue [#6937]',b'First contribution. Would check if regression test makes sense.\r\n\r\nEDIT: Fix #6937'
6969,281155427,larrybradley,bsipocz,2017-12-11 20:24:57,2017-12-12 15:31:05,2017-12-12 10:59:30,closed,,v2.0.3,8,Affects-release;Bug;visualization,https://api.github.com/repos/astropy/astropy/issues/6969,b'fits2bitmap updates',"b""This PR addresses #6960, which is due to a bug `matplotlib <= 2.0.0`.\r\n\r\nThe test failure reported in #6960 with `mpl 2.0.0` is due to a `mpl` bug where `imsave` was ignoring the `origin` option for PNG files (https://github.com/matplotlib/matplotlib/issues/7656).  This bug was fixed in `mpl 2.0.1`.  This PR merely fixes the **test** to use JPG instead of PNG files so that it passes with older versions of `mpl`.\r\n\r\nWhen using `mpl <= 2.0.0` the output from the `fits2bitmap` script will continue to be (incorrectly) flipped for PNG output.  We can't really fix this without putting a bunch of `mpl` code in `extern`, which I don't want to do.\r\n\r\nWhile investigating this issue, I also discovered another bug in `mpl` where `imsave` always uses the PNG output format if the `format` keyword is None.  I'm submitting a PR to `mpl` fix this bug.  This PR includes a workaround for that issue by explicitly setting the output file format (which is needed to fix the above test)."""
6966,281063811,mhvk,bsipocz,2017-12-11 15:44:35,2017-12-11 21:10:29,2017-12-11 16:51:14,closed,,v2.0.3,4,Bug;io.fits,https://api.github.com/repos/astropy/astropy/issues/6966,b'Change way slicing of recarray is done to help numpy 1.9',"b'Tentative fix for numpy 1.9 for the 2.0.3 branch; probably somewhat more logical than my original anyway, so good to go in master too. I think this can be merged if tests on 2.0.3 pass with it.'"
6965,281062528,mhvk,bsipocz,2017-12-11 15:41:06,2017-12-11 17:24:02,2017-12-11 17:24:02,closed,,,2,Bug;testing,https://api.github.com/repos/astropy/astropy/issues/6965,b'Deprecation warnings from ipython breaking test collection',"b""On my workstation (but oddly, not my laptop), I cannot seem to run tests any more as I get deprecation warnings from ipython using `async` and `await` internally. Not completely sure what to do about these - probably a newer version of ipython would resolve this, but on the other hand, astropy tests should not crash because of this.\r\n\r\n```\r\n_________________________________________________ ERROR collecting astropy/table/tests/test_jsviewer.py __________________________________________________\r\nastropy/table/tests/test_jsviewer.py:11: in <module>\r\n    import IPython  # pylint: disable=W0611\r\n/usr/lib/python3/dist-packages/IPython/__init__.py:48: in <module>\r\n    from .core.application import Application\r\n/usr/lib/python3/dist-packages/IPython/core/application.py:25: in <module>\r\n    from IPython.core import release, crashhandler\r\n/usr/lib/python3/dist-packages/IPython/core/crashhandler.py:28: in <module>\r\n    from IPython.core import ultratb\r\n/usr/lib/python3/dist-packages/IPython/core/ultratb.py:124: in <module>\r\n    from IPython.utils import path as util_path\r\n/usr/lib/python3/dist-packages/IPython/utils/path.py:18: in <module>\r\n    from IPython.utils.process import system\r\n/usr/lib/python3/dist-packages/IPython/utils/process.py:19: in <module>\r\n    from ._process_posix import system, getoutput, arg_split, check_pid\r\n/usr/lib/python3/dist-packages/IPython/utils/_process_posix.py:24: in <module>\r\n    import pexpect\r\n/usr/lib/python3/dist-packages/pexpect/__init__.py:75: in <module>\r\n    from .pty_spawn import spawn, spawnu\r\n/usr/lib/python3/dist-packages/pexpect/pty_spawn.py:14: in <module>\r\n    from .spawnbase import SpawnBase\r\nE   DeprecationWarning: 'async' and 'await' will become reserved keywords in Python 3.7\r\n```"""
